Title,Year,Age,rotten_tomatoes,Netflix,Hulu,prime_video,disneyplus,Type
The Sitter,2011,18+,0.66,0,1,0,0,0
Children of the Corn,1984,18+,0.66,0,1,1,0,0
Don't Think Twice,2016,18+,0.66,0,1,0,0,0
Fired Up!,2009,13+,0.66,0,1,0,0,0
Active Measures,2018,13+,0.66,0,1,0,0,0
Second Act,2018,13+,0.66,0,1,0,0,0
Step Up 3D,2010,13+,0.66,0,1,0,0,0
How to Train Your Dragon: Homecoming,2019,7+,0.65,0,1,0,0,0
The Guilt Trip,2012,13+,0.65,0,1,0,0,0
Thunderheart,1992,18+,0.65,0,1,0,0,0
The World to Come,2020,18+,0.65,0,1,0,0,0
"Hello, My Name Is Doris",2015,18+,0.65,0,1,0,0,0
Ben Is Back,2018,18+,0.65,0,1,0,0,0
"Elvira, Mistress of the Dark",1988,13+,0.65,0,1,1,0,0
2 Days in Paris,2007,18+,0.65,0,1,0,0,0
Rare Exports: A Christmas Tale,2010,18+,0.65,0,1,0,0,0
Gretel & Hansel,2020,13+,0.65,0,1,0,0,0
Wilde,1997,18+,0.65,0,1,0,0,0
Open Water,2004,18+,0.65,0,1,0,0,0
Monster Trucks,2016,7+,0.65,0,1,0,0,0
Ri¢hie Ri¢h,1994,7+,0.65,0,1,0,0,0
Silk Road,2021,18+,0.65,0,1,0,0,0
The Quake,2018,13+,0.65,0,1,0,0,0
Shadow in the Cloud,2021,18+,0.65,0,1,0,0,0
Young Sherlock Holmes,1985,13+,0.65,0,1,0,0,0
The Man Who Invented Christmas,2017,7+,0.65,0,1,0,0,0
Monos,2019,18+,0.65,0,1,0,0,0
Hearts Beat Loud,2018,13+,0.65,0,1,0,0,0
Dinosaur 13,2014,7+,0.65,0,1,0,0,0
We Are Freestyle Love Supreme,2020,18+,0.64,0,1,0,0,0
Blair Witch,2016,18+,0.64,0,1,0,0,0
The Rhythm Section,2020,18+,0.64,0,1,0,0,0
A Beautiful Planet,2016,all,0.64,0,1,0,0,0
Manic,2001,18+,0.64,0,1,0,0,0
The Indian in the Cupboard,1995,7+,0.64,0,1,0,0,0
The Chumscrubber,2005,18+,0.64,0,1,0,0,0
Amazing Grace,2018,all,0.64,0,1,0,0,0
Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011,18+,0.64,0,1,1,0,0
Luce,2019,18+,0.64,0,1,0,0,0
I Still Believe,2020,7+,0.64,0,1,0,0,0
Last Chance Harvey,2008,13+,0.64,0,1,0,0,0
The Tuxedo,2002,13+,0.64,0,1,0,0,0
Fear of Rain,2021,13+,0.64,0,1,0,0,0
Southbound,2015,18+,0.64,0,1,0,0,0
The Best Man,1999,18+,0.64,0,1,1,0,0
Lo and Behold: Reveries of the Connected World,2016,13+,0.64,0,1,0,0,0
The Queen of Versailles,2012,7+,0.64,0,1,0,0,0
Intermission,2003,18+,0.64,0,1,0,0,0
Lords of Chaos,2018,18+,0.64,0,1,0,0,0
Playing It Cool,2014,18+,0.64,0,1,0,0,0
Poetic Justice,1993,18+,0.64,0,1,0,0,0
Sweet Virginia,2017,18+,0.64,0,1,0,0,0
Framing Britney Spears,2021,16+,0.64,0,1,0,0,0
Shirley,2020,18+,0.64,0,1,0,0,0
Reno 911!: Miami,2007,18+,0.64,0,1,0,0,0
The Little Hours,2017,18+,0.64,0,1,0,0,0
The Relic,1997,18+,0.64,0,1,0,0,0
Assassination Nation,2018,18+,0.64,0,1,0,0,0
They Came Together,2014,18+,0.64,0,1,0,0,0
Totally Under Control,2020,16+,0.64,0,1,0,0,0
31,2016,18+,0.64,0,1,1,0,0
Once Upon a Time in Venice,2017,18+,0.63,0,1,0,0,0
The Spy Next Door,2010,7+,0.63,0,1,0,0,0
The Rewrite,2014,13+,0.63,0,1,0,0,0
Brian Banks,2019,13+,0.63,0,1,0,0,0
Soul Food,1997,18+,0.63,0,1,0,0,0
Hail Satan?,2019,18+,0.63,0,1,0,0,0
Little Fish,2021,16+,0.63,0,1,0,0,0
Aniara,2019,18+,0.63,0,1,0,0,0
Beach Rats,2017,18+,0.63,0,1,0,0,0
The Hero,2017,18+,0.63,0,1,1,0,0
The Trip to Greece,2021,13+,0.63,0,1,0,0,0
The Wrecking Crew,2008,7+,0.63,0,1,0,0,0
Walking Tall,1973,18+,0.63,0,1,0,0,0
The Postcard Killings,2020,18+,0.63,0,1,0,0,0
High Strung,2016,all,0.63,0,1,1,0,0
Tooth Fairy,2010,7+,0.63,0,1,1,0,0
Chappaquiddick,2018,13+,0.63,0,1,0,0,0
Angel of Mine,2019,18+,0.63,0,1,0,0,0
Trigun: Badlands Rumble,2010,16+,0.63,0,1,0,0,0
Southside with You,2016,13+,0.63,0,1,0,0,0
Band Aid,2017,18+,0.63,0,1,0,0,0
Virtuosity,1995,18+,0.63,0,1,0,0,0
It's a Disaster,2013,18+,0.63,0,1,0,0,0
Moffie,2020,18+,0.63,0,1,0,0,0
I Am Greta,2020,16+,0.63,0,1,0,0,0
Sleepwalkers,1992,18+,0.63,0,1,0,0,0
Meek's Cutoff,2010,7+,0.62,0,1,0,0,0
The Keeping Room,2014,18+,0.62,0,1,1,0,0
Flower,2017,18+,0.62,0,1,0,0,0
Villains,2019,18+,0.62,0,1,0,0,0
The Kid,2019,18+,0.62,0,1,0,1,0
The Beach Bum,2019,18+,0.62,0,1,0,0,0
2067,2020,16+,0.62,0,1,0,0,0
Daphne,2017,18+,0.62,0,1,0,0,0
Tragedy Girls,2017,18+,0.62,0,1,0,0,0
The Man Who Killed Hitler and Then the Bigfoot,2019,18+,0.62,0,1,0,0,0
Vox Lux,2018,18+,0.62,0,1,0,0,0
Just Wright,2010,7+,0.62,0,1,0,0,0
The Binge,2020,18+,0.62,0,1,0,0,0
Shine a Light,2008,13+,0.62,0,1,0,0,0
MLK/FBI,2021,7+,0.62,0,1,0,0,0
New in Town,2009,7+,0.62,0,1,0,0,0
Support the Girls,2018,18+,0.62,0,1,0,0,0
Blue Chips,1994,13+,0.62,0,1,0,0,0
Middle School: The Worst Years of My Life,2016,7+,0.62,0,1,0,0,0
In the Cut,2003,18+,0.62,0,1,0,0,0
For Richer or Poorer,1997,13+,0.62,0,1,0,0,0
One for the Money,2012,13+,0.62,0,1,0,0,0
kid 90,2021,13+,0.62,0,1,0,0,0
Evening,2007,13+,0.62,0,1,0,0,0
The Courier,2019,18+,0.61,0,1,0,0,0
The Festival,2018,18+,0.61,0,1,0,0,0
Here to be Heard: The Story of The Slits,2018,13+,0.61,0,1,0,0,0
68 Kill,2018,18+,0.61,0,1,0,0,0
Factotum,2005,18+,0.61,0,1,0,0,0
The Ramen Girl,2008,13+,0.61,0,1,0,0,0
And So It Goes,2014,13+,0.61,0,1,1,0,0
Batman & Bill,2017,16+,0.61,0,1,0,0,0
The Tax Collector,2020,18+,0.61,0,1,0,0,0
Blue Sky,1994,13+,0.61,0,1,0,0,0
WeWork: or The Making and Breaking of a $47 Billion Unicorn,2021,13+,0.61,0,1,0,0,0
Ode to Joy,2019,18+,0.61,0,1,0,0,0
The China Hustle,2018,18+,0.61,0,1,0,0,0
Girls Just Want to Have Fun,1985,7+,0.61,0,1,1,0,0
Black Gold,2011,18+,0.61,0,1,1,0,0
"Race for Your Life, Charlie Brown",1977,all,0.61,0,1,0,0,0
The Cave,2019,13+,0.61,0,1,0,0,0
Time Freak,2018,13+,0.61,0,1,0,0,0
Eliminators,2016,18+,0.61,0,1,0,0,0
Wild Mountain Thyme,2020,13+,0.61,0,1,0,0,0
Save Yourselves!,2020,18+,0.61,0,1,0,0,0
Spinning Man,2018,18+,0.61,0,1,0,0,0
Skate Kitchen,2018,18+,0.6,0,1,0,0,0
Margarita with a Straw,2015,13+,0.6,0,1,0,0,0
Elena Undone,2010,18+,0.6,0,1,0,0,0
Anacondas: The Hunt for the Blood Orchid,2004,13+,0.6,0,1,1,0,0
An American Haunting,2005,13+,0.6,0,1,0,0,0
Clemency,2019,18+,0.6,0,1,0,0,0
Foxfire,1996,18+,0.6,0,1,0,0,0
The Haunting in Connecticut 2: Ghosts of Georgia,2013,18+,0.6,0,1,0,0,0
Books of Blood,2020,18+,0.6,0,1,0,0,0
The Secret Garden,2020,7+,0.6,0,1,0,0,0
Waiting for the Barbarians,2019,16+,0.6,0,1,0,0,0
Caveman,1981,7+,0.6,0,1,0,0,0
Teen Spirit,2019,13+,0.6,0,1,0,1,0
Ordinary Love,2019,18+,0.6,0,1,0,0,0
Dog Days,2018,7+,0.6,0,1,0,0,0
The Miracle Season,2018,7+,0.6,0,1,0,0,0
A Boy Named Charlie Brown,1969,all,0.6,0,1,0,0,0
Too Funny to Fail: The Life & Death of The Dana Carvey Show,2017,18+,0.6,0,1,0,0,0
Rams,2020,13+,0.6,0,1,0,0,0
RoboCop 3,1993,13+,0.6,0,1,0,0,0
Losing Isaiah,1995,18+,0.6,0,1,0,0,0
Primal,2019,18+,0.6,0,1,0,0,0
Grand Isle,2019,18+,0.59,0,1,0,0,0
Little Woods,2019,18+,0.59,0,1,0,0,0
The Layover,2017,18+,0.59,0,1,0,0,0
Hannie Caulder,1971,18+,0.59,0,1,1,0,0
Tesla,2020,13+,0.59,0,1,0,0,0
Running with the Devil,2019,18+,0.59,0,1,0,0,0
You Cannot Kill David Arquette,2020,18+,0.59,0,1,0,0,0
100% Wolf,2020,7+,0.59,0,1,0,0,0
Bad Company,1972,7+,0.59,0,1,1,0,0
Night of the Kings,2021,18+,0.59,0,1,0,0,0
Overdrive,2017,13+,0.59,0,1,0,0,0
Open Water 2: Adrift,2006,18+,0.59,0,1,0,0,0
Priceless,2016,13+,0.59,0,1,0,0,0
False Positive,2021,18+,0.59,0,1,0,0,0
The Doorman,2020,18+,0.59,0,1,0,0,0
Almost Adults,2016,16+,0.59,0,1,0,0,0
The Final Member,2012,18+,0.59,0,1,0,0,0
Neil Young: Heart of Gold,2006,7+,0.59,0,1,0,0,0
Graveyard Shift,1990,18+,0.59,0,1,0,0,0
"Snoopy, Come Home",1972,all,0.59,0,1,0,0,0
Bull,2020,18+,0.58,0,1,0,0,0
The Fight,2020,13+,0.58,0,1,0,0,0
L!fe Happens,2011,18+,0.58,0,1,0,0,0
The Ladies Man,2000,18+,0.58,0,1,1,0,0
Sold,2016,13+,0.58,0,1,0,0,0
Fairy Tail: Phoenix Priestess,2012,13+,0.58,0,1,0,0,0
Crypto,2019,18+,0.58,0,1,0,0,0
The Panama Papers,2018,13+,0.58,0,1,0,0,0
Casa de los Babys,2003,18+,0.58,0,1,0,0,0
The 10 Year Plan,2014,13+,0.58,0,1,0,0,0
A Kind of Murder,2016,18+,0.58,0,1,0,0,0
Suburban Gothic,2014,18+,0.58,0,1,0,0,0
The Hornet's Nest,2014,18+,0.58,0,1,1,0,0
Welcome Home Roscoe Jenkins,2008,13+,0.58,0,1,0,0,0
The Other Man,2008,18+,0.58,0,1,0,0,0
The Other Lamb,2020,18+,0.58,0,1,0,0,0
Ozzy,2016,all,0.58,0,1,0,0,0
Once Were Brothers: Robbie Robertson and The Band,2020,18+,0.58,0,1,0,0,0
Digging for Fire,2015,18+,0.58,0,1,0,0,0
Good Deeds,2012,13+,0.57,0,1,0,0,0
The Face of Love,2013,13+,0.57,0,1,0,0,0
Stonewall,2015,18+,0.57,0,1,0,0,0
Nurse 3-D,2013,18+,0.57,0,1,0,0,0
Hello I Must Be Going,2012,18+,0.57,0,1,0,0,0
Ma Ma,2015,18+,0.57,0,1,0,0,0
Racer and the Jailbird,2017,18+,0.57,0,1,0,0,0
Henry Gamble's Birthday Party,2015,18+,0.57,0,1,0,0,0
Non-Fiction,2018,18+,0.57,0,1,0,0,0
100 Streets,2016,18+,0.57,0,1,1,0,0
Zoom,2006,7+,0.57,0,1,0,0,0
Body Cam,2020,18+,0.57,0,1,0,0,0
Where Hope Grows,2014,13+,0.57,0,1,0,0,0
Buddy Games,2021,18+,0.57,0,1,0,0,0
Gundala,2019,16+,0.57,0,1,0,0,0
XX,2017,18+,0.57,0,1,0,0,0
Rebuilding Paradise,2020,13+,0.57,0,1,0,0,0
Book of Blood,2009,18+,0.57,0,1,0,0,0
Valley Girl,2020,13+,0.57,0,1,0,0,0
The Feels,2017,18+,0.57,0,1,0,0,0
My Little Pony: The Princess Promenade,2006,all,0.57,0,1,0,0,0
Rogue,2020,18+,0.57,0,1,0,0,0
Hideaway,1995,18+,0.57,0,1,0,0,0
Sword Art Online: Extra Edition,2014,16+,0.57,0,1,0,0,0
Damsel,2018,18+,0.57,0,1,0,0,0
I Declare War,2013,18+,0.57,0,1,0,0,0
Astro Kid,2019,7+,0.56,0,1,0,0,0
Superpower Dogs,2019,all,0.56,0,1,0,0,0
The First Monday in May,2016,13+,0.56,0,1,0,0,0
Ben 10: Secret of the Omnitrix,2007,7+,0.56,0,1,0,0,0
Frankenstein and the Monster from Hell,1974,18+,0.56,0,1,0,0,0
You Instead,2011,18+,0.56,0,1,0,0,0
Book of Shadows: Blair Witch 2,2000,18+,0.56,0,1,0,0,0
Sordid Lives,2000,18+,0.56,0,1,0,0,0
Monsters and Men,2018,18+,0.56,0,1,0,0,0
Sea of Shadows,2019,13+,0.56,0,1,0,0,0
Bad Reputation,2018,18+,0.56,0,1,0,0,0
Getaway,2013,13+,0.56,0,1,1,0,0
A Nice Girl Like You,2020,18+,0.56,0,1,0,0,0
Vault,2019,18+,0.56,0,1,0,0,0
Still Waiting...,2009,18+,0.56,0,1,0,0,0
Turbulence,1997,18+,0.56,0,1,0,0,0
Wakko's Wish,1999,all,0.56,0,1,0,0,0
Dark Web: Cicada 3301,2021,18+,0.56,0,1,0,0,0
Caddyshack II,1988,13+,0.56,0,1,0,0,0
Gemini,2017,18+,0.55,0,1,0,0,0
Detective Dee: The Four Heavenly Kings,2018,18+,0.55,0,1,0,0,0
Amulet,2020,18+,0.55,0,1,0,0,0
Kindergarten Cop 2,2016,13+,0.55,0,1,0,0,0
Donnybrook,2019,18+,0.55,0,1,0,0,0
An Acceptable Loss,2019,18+,0.55,0,1,0,0,0
Take Every Wave: The Life of Laird Hamilton,2018,7+,0.55,0,1,0,0,0
Notturno,2020,18+,0.55,0,1,0,0,0
Pokémon the Movie: Hoopa and the Clash of Ages,2015,7+,0.55,0,1,0,0,0
The Female Brain,2018,16+,0.55,0,1,0,0,0
Fun in Acapulco,1963,7+,0.55,0,1,0,0,0
Sheep & Wolves,2016,all,0.55,0,1,1,0,0
Legion of Brothers,2017,16+,0.55,0,1,0,0,0
K: Missing Kings,2014,16+,0.55,0,1,0,0,0
Our Family Wedding,2010,13+,0.55,0,1,0,0,0
Wander Darkly,2020,18+,0.55,0,1,0,0,0
Wounds,2019,18+,0.55,0,1,0,0,0
Hooking Up,2020,18+,0.55,0,1,0,0,0
Wolves,2016,18+,0.55,0,1,0,0,0
"Nico, 1988",2017,18+,0.55,0,1,0,0,0
Star Kid,1997,7+,0.55,0,1,1,0,0
Follow Me,2020,18+,0.55,0,1,0,0,0
American Gun,2005,18+,0.55,0,1,0,0,0
The Tomorrow Man,2019,13+,0.54,0,1,0,0,0
Wild Nights with Emily,2018,13+,0.54,0,1,0,0,0
R.L. Stine's Monsterville: The Cabinet of Souls,2015,7+,0.54,0,1,0,0,0
Black and White,1999,18+,0.54,0,1,0,0,0
Journey to the South Pacific,2013,all,0.54,0,1,0,0,0
The Dinner,2017,18+,0.54,0,1,0,0,0
Before We Vanish,2017,18+,0.54,0,1,0,0,0
Pokémon the Movie: Volcanion and the Mechanical Marvel,2016,7+,0.54,0,1,0,0,0
The Ultimate Playlist of Noise,2021,18+,0.54,0,1,0,0,0
The Night Watchmen,2017,18+,0.54,0,1,0,0,0
We Die Young,2019,18+,0.54,0,1,0,0,0
Killers Anonymous,2019,18+,0.54,0,1,0,0,0
Intersect,2020,18+,0.53,0,1,0,0,0
Legends of Oz: Dorothy's Return,2014,7+,0.53,0,1,0,0,0
Mary,2019,18+,0.53,0,1,0,0,0
Bratz,2007,7+,0.53,0,1,0,0,0
Taffin,1988,18+,0.53,0,1,0,0,0
Soul Survivors,2001,13+,0.53,0,1,0,0,0
Lucky Day,2019,18+,0.53,0,1,0,0,0
The Boy Downstairs,2018,13+,0.53,0,1,0,0,0
The Big Ugly,2020,18+,0.53,0,1,0,0,0
The Roads Not Taken,2020,18+,0.53,0,1,0,0,0
Dragonheart: Battle for the Heartfire,2017,13+,0.53,0,1,0,0,0
35 and Ticking,2011,18+,0.53,0,1,0,0,0
69: The Saga of Danny Hernandez,2021,18+,0.53,0,1,0,0,0
It Had to Be You,2016,18+,0.53,0,1,1,0,0
Ismael's Ghosts,2017,18+,0.53,0,1,0,0,0
Mister America,2019,18+,0.53,0,1,0,0,0
Mass Effect: Paragon Lost,2012,7+,0.52,0,1,0,0,0
This Mountain Life,2018,7+,0.52,0,1,0,0,0
The Hug,2018,13+,0.52,0,1,0,0,0
A Crooked Somebody,2018,18+,0.52,0,1,0,0,0
I Do... Until I Don't,2017,18+,0.52,0,1,0,0,0
Beneath the Darkness,2012,18+,0.52,0,1,1,0,0
Toni Morrison: The Pieces I Am,2019,13+,0.52,0,1,0,0,0
Backtrace,2018,18+,0.52,0,1,0,0,0
Bucky Larson: Born to Be a Star,2011,18+,0.52,0,1,0,0,0
Behind You,2020,18+,0.52,0,1,0,0,0
Cruise,2018,18+,0.52,0,1,0,0,0
Run the Race,2019,7+,0.52,0,1,0,0,0
Daphne & Velma,2018,all,0.52,0,1,0,0,0
Dr. Bird's Advice for Sad Poets,2021,18+,0.51,0,1,0,0,0
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,7+,0.51,0,1,0,0,0
In Search of Greatness,2018,13+,0.51,0,1,0,0,0
Mostly Ghostly,2008,7+,0.51,0,1,0,0,0
Pooka Lives!,2020,18+,0.51,0,1,0,0,0
Phobias,2021,18+,0.51,0,1,0,0,0
Pandas: The Journey Home,2018,all,0.51,0,1,0,0,0
The Brink,2019,18+,0.51,0,1,0,0,0
Stars Fell on Alabama,2021,13+,0.51,0,1,0,0,0
Nostalgia,2018,18+,0.51,0,1,0,0,0
Red Dog,2019,18+,0.51,0,1,1,0,0
The Time of Their Lives,2017,16+,0.51,0,1,0,0,0
RoboGeisha,2009,18+,0.51,0,1,0,0,0
Citizen Soldier,2016,18+,0.51,0,1,0,0,0
Grace Jones: Bloodlight and Bami,2017,7+,0.51,0,1,0,0,0
Soldiers of Fortune,2012,18+,0.5,0,1,0,0,0
Body at Brighton Rock,2019,18+,0.5,0,1,0,0,0
The Alchemist Cookbook,2016,18+,0.5,0,1,0,0,0
Blurt!,2018,all,0.5,0,1,0,0,0
Euphoria,2018,18+,0.5,0,1,1,0,0
Joyride,1997,18+,0.5,0,1,0,0,0
A Christmas Movie Christmas,2019,all,0.5,0,1,0,0,0
Ghost Team,2016,13+,0.5,0,1,0,0,0
Mostly Ghostly: Have You Met My Ghoulfriend?,2014,7+,0.5,0,1,0,0,0
Attack of the 50 Foot Cheerleader,2012,18+,0.5,0,1,1,0,0
Curious George: A Very Monkey Christmas,2009,all,0.5,0,1,0,0,0
The Gospel According to André,2018,13+,0.5,0,1,0,0,0
Most Likely to Murder,2018,18+,0.5,0,1,0,0,0
Bayou Caviar,2018,18+,0.49,0,1,1,0,0
10.0 Earthquake,2014,7+,0.49,0,1,1,0,0
Gigli,2003,18+,0.49,0,1,0,0,0
Anaconda 3: Offspring,2008,18+,0.49,0,1,0,0,0
Shangri-La Suite,2016,16+,0.49,0,1,0,0,0
Wings of Courage,1996,all,0.49,0,1,0,0,0
Christmas on Holly Lane,2018,7+,0.48,0,1,0,0,0
Anacondas: Trail of Blood,2009,18+,0.48,0,1,0,0,0
Slay the Dragon,2019,13+,0.48,0,1,0,0,0
After Darkness,2019,18+,0.48,0,1,0,0,0
Supervized,2019,18+,0.48,0,1,0,0,0
The Turkey Bowl,2019,16+,0.48,0,1,0,0,0
Dirt Music,2019,13+,0.48,0,1,0,0,0
Olympic Dreams Featuring Jonas Brothers,2021,7+,0.48,0,1,0,0,0
Another Time,2018,18+,0.48,0,1,0,0,0
Racetime,2018,7+,0.48,0,1,0,0,0
House of the Dead,2003,18+,0.48,0,1,0,0,0
The Adventures of Hercules,1985,7+,0.48,0,1,0,0,0
Hurley,2019,7+,0.47,0,1,0,0,0
Alpha and Omega: The Legend of the Saw Tooth Cave,2014,7+,0.47,0,1,0,0,0
The Cookout,2004,13+,0.47,0,1,0,0,0
In The Mix,2005,13+,0.47,0,1,0,0,0
Christmas Perfection,2018,7+,0.47,0,1,0,0,0
Soldier Boyz,1995,18+,0.47,0,1,0,0,0
Gorp,1980,18+,0.47,0,1,0,0,0
Mostly Ghostly 3: One Night in Doom House,2016,7+,0.47,0,1,0,0,0
Telescope,2016,7+,0.47,0,1,0,0,0
Into the Deep,1994,all,0.46,0,1,0,0,0
The Legend of Baron To'a,2020,18+,0.46,0,1,0,0,0
Baby Steps,2015,18+,0.46,0,1,0,0,0
General Commander,2019,18+,0.46,0,1,0,0,0
The Warrior Queen of Jhansi,2019,18+,0.46,0,1,1,0,0
Phat Girlz,2006,13+,0.46,0,1,0,0,0
Autonomy,2019,7+,0.46,0,1,0,0,0
Cunningham,2019,7+,0.45,0,1,0,0,0
My Valentine,2020,13+,0.45,0,1,0,0,0
Wetlands,2017,18+,0.45,0,1,0,0,0
More Barney songs,1999,all,0.45,0,1,0,0,0
Sharp Edges,1986,13+,0.45,0,1,0,0,0
Who Let the Dogs Out,2019,13+,0.44,0,1,0,0,0
Get Squirrely,2015,all,0.44,0,1,0,0,0
North Korea: Inside The Mind of a Dictator,2021,13+,0.44,0,1,0,0,0
The Swing of Things,2020,18+,0.44,0,1,0,0,0
A Haunting on Potter Street: The Potter Street Station,2012,7+,0.44,0,1,0,0,0
Safer at Home,2021,18+,0.44,0,1,0,0,0
Breakup at a Wedding,2013,13+,0.44,0,1,0,0,0
Danger Close,2017,16+,0.44,0,1,0,0,0
"Soul on Ice: Past, Present and Future",2017,16+,0.43,0,1,0,0,0
The Dark Side of The Sun,2017,7+,0.43,0,1,0,0,0
My Little Pony: A Very Minty Christmas,2005,all,0.43,0,1,0,0,0
D.L. Hughley: Reset,2012,18+,0.43,0,1,1,0,0
12 Pups of Christmas,2019,7+,0.43,0,1,1,0,0
Paws P.I.,2018,7+,0.43,0,1,0,0,0
Fafner in the Azure: Dead Aggressor - Heaven and Earth,2010,16+,0.43,0,1,0,0,0
Boonie Bears: The Big Shrink,2018,7+,0.43,0,1,0,0,0
My Little Pony: Twinkle Wish Adventure,2009,all,0.43,0,1,0,0,0
Deep in Vogue,2019,18+,0.42,0,1,0,0,0
Bernie the Dolphin 2,2019,all,0.42,0,1,0,0,0
Women & Sometimes Men,2017,16+,0.41,0,1,0,0,0
Hard Romanticker,2011,13+,0.41,0,1,1,0,0
The Secret of Life on Earth,1993,all,0.41,0,1,0,0,0
Curious George: Royal Monkey,2019,all,0.41,0,1,0,0,0
Thomas & Friends: Songs from the Station,2005,all,0.41,0,1,0,0,0
This One's for the Ladies,2018,18+,0.39,0,1,0,0,0
The Assault,2017,18+,0.38,0,1,0,0,0
Life Without Basketball,2018,7+,0.38,0,1,0,0,0
Treehouse,2014,18+,0.38,0,1,0,0,0
24 Hour Love,2013,18+,0.37,0,1,0,0,0
Gary Owen: I Agree With Myself,2015,18+,0.35,0,1,0,0,0
Barney's Night Before Christmas,1999,all,0.35,0,1,0,0,0
Man-Eating Python,2017,16+,0.31,0,1,0,0,0
Legend of Heroes: Trails in the Sky,2011,13+,0.15,0,1,0,0,0
Fight Club,1999,18+,0.93,0,0,1,0,0
Chak De! India,2007,7+,0.9,0,0,1,0,0
Honey Boy,2019,18+,0.89,0,0,1,0,0
The Report,2019,18+,0.89,0,0,1,0,0
Alien,1979,18+,0.88,0,0,1,0,0
Borat Subsequent Moviefilm,2020,18+,0.88,0,0,1,0,0
Snatch,2000,18+,0.87,0,0,1,0,0
Beautiful Boy,2018,18+,0.87,0,0,1,0,0
One Night in Miami...,2021,18+,0.86,0,0,1,0,0
Mahanati,2018,7+,0.86,0,0,1,0,0
Knives Out,2019,13+,0.85,0,0,1,0,0
Rear Window,1954,7+,0.85,0,0,1,0,0
Brittany Runs a Marathon,2019,18+,0.85,0,0,1,0,0
Invisible Life,2019,18+,0.85,0,0,1,0,0
Vertigo,1958,7+,0.84,0,0,1,0,0
One Child Nation,2019,18+,0.84,0,0,1,0,0
It's a Wonderful Life,1946,7+,0.84,0,0,1,0,0
Late Night,2019,18+,0.84,0,0,1,0,0
E.T. the Extra-Terrestrial,1982,7+,0.83,0,0,1,0,0
Midnight in Paris,2011,13+,0.82,0,0,1,0,0
The Boondock Saints,1999,18+,0.82,0,0,1,0,0
"I, Robot",2004,13+,0.82,0,0,1,0,0
Blow the Man Down,2019,18+,0.82,0,0,1,0,0
Unbreakable,2000,13+,0.82,0,0,1,0,0
The Handmaiden,2016,18+,0.81,0,0,1,0,0
The Wrestler,2008,18+,0.81,0,0,1,0,0
The Tomorrow War,2021,13+,0.81,0,0,1,0,0
Manchester by the Sea,2016,18+,0.81,0,0,1,0,0
Sunset Boulevard,1950,7+,0.81,0,0,1,0,0
Hotel Rwanda,2004,13+,0.8,0,0,1,0,0
Scent of a Woman,1992,18+,0.8,0,0,1,0,0
Burn Notice: The Fall of Sam Axe,2011,7+,0.8,0,0,1,0,0
Midsommar,2019,18+,0.8,0,0,1,0,0
Sound of Metal,2020,18+,0.8,0,0,1,0,0
The Lighthouse,2019,18+,0.8,0,0,1,0,0
The Elephant Man,1980,7+,0.8,0,0,1,0,0
Tropic Thunder,2008,18+,0.8,0,0,1,0,0
Philadelphia,1993,13+,0.79,0,0,1,0,0
Adaptation.,2002,18+,0.79,0,0,1,0,0
A.I. Artificial Intelligence,2001,13+,0.79,0,0,1,0,0
Rab Ne Bana Di Jodi,2008,7+,0.79,0,0,1,0,0
The Big Sick,2017,18+,0.79,0,0,1,0,0
Rocket Singh: Salesman of the Year,2009,13+,0.79,0,0,1,0,0
On the Waterfront,1954,7+,0.79,0,0,1,0,0
The Abyss,1989,13+,0.79,0,0,1,0,0
Ran,1985,18+,0.79,0,0,1,0,0
Awakenings,1990,13+,0.79,0,0,1,0,0
Burn After Reading,2008,16+,0.78,0,0,1,0,0
Sylvie's Love,2020,13+,0.78,0,0,1,0,0
Perfume: The Story of a Murderer,2006,18+,0.78,0,0,1,0,0
Hellboy,2004,13+,0.78,0,0,1,0,0
Master and Commander: The Far Side of the World,2003,13+,0.78,0,0,1,0,0
The Descent,2006,18+,0.78,0,0,1,0,0
The Ghazi Attack,2017,7+,0.77,0,0,1,0,0
Patton,1970,7+,0.77,0,0,1,0,0
"Love, Rosie",2014,18+,0.77,0,0,1,0,0
The Last King of Scotland,2006,18+,0.77,0,0,1,0,0
Roman Holiday,1953,all,0.77,0,0,1,0,0
Only Lovers Left Alive,2013,18+,0.77,0,0,1,0,0
Resident Evil,2002,18+,0.77,0,0,1,0,0
The French Connection,1971,18+,0.77,0,0,1,0,0
Inside Llewyn Davis,2013,18+,0.77,0,0,1,0,0
WarGames,1983,7+,0.76,0,0,1,0,0
My Spy,2020,13+,0.76,0,0,1,0,0
DodgeBall: A True Underdog Story,2004,13+,0.76,0,0,1,0,0
An American Werewolf in London,1981,18+,0.76,0,0,1,0,0
Dilwale Dulhania Le Jayenge,1995,all,0.76,0,0,1,0,0
Clue,1985,7+,0.76,0,0,1,0,0
Incident at Oglala,1992,7+,0.76,0,0,1,0,0
Crimson Tide,1995,18+,0.76,0,0,1,0,0
Highlander,1986,18+,0.76,0,0,1,0,0
Chicken Run,2000,all,0.76,0,0,1,0,0
The Farewell,2019,7+,0.76,0,0,1,0,0
"Tomorrow, When the War Began",2010,18+,0.76,0,0,1,0,0
Charade,1963,13+,0.75,0,0,1,0,0
