Title,Year,Age,rotten_tomatoes,Netflix,Hulu,prime_video,disneyplus,Type
Not Another Teen Movie,2001,16+,0.69,1,0,1,0,0
The Cloverfield Paradox,2018,13+,0.69,1,0,0,0,0
Disclosure,2020,18+,0.69,1,0,0,0,0
Dead Man Down,2013,18+,0.69,1,0,0,0,0
Kill the Irishman,2011,18+,0.69,1,0,0,0,0
Set It Up,2018,16+,0.69,1,0,0,0,0
Case 39,2009,18+,0.69,1,0,1,0,0
Outside the Wire,2021,18+,0.69,1,0,0,0,0
Project Power,2020,18+,0.69,1,0,0,0,0
High Strung Free Dance,2018,7+,0.69,1,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 1,2011,13+,0.69,1,0,0,0,0
6 Balloons,2018,18+,0.69,1,0,0,0,0
Amanda Knox,2016,18+,0.69,1,0,0,0,0
At Eternity's Gate,2018,13+,0.69,1,0,0,0,0
Anon,2018,18+,0.69,1,0,0,0,0
3 Days to Kill,2014,13+,0.69,1,0,0,0,0
To the Bone,2017,18+,0.69,1,0,0,0,0
Trollhunters: Rise of the Titans,2021,7+,0.69,1,0,0,0,0
Mowgli: Legend of the Jungle,2018,13+,0.69,1,0,0,0,0
Mother's Day,2016,13+,0.69,1,0,1,0,0
Mortal Kombat,1995,13+,0.69,1,0,0,0,0
Creep,2014,18+,0.69,1,0,1,0,0
Death to 2020,2020,18+,0.69,1,0,0,0,0
Operation Finale,2018,13+,0.69,1,0,0,0,0
Suffragette,2015,13+,0.69,1,0,0,0,0
Wildlife,2018,13+,0.69,1,0,0,0,0
War Machine,2017,18+,0.69,1,0,0,0,0
Kill the Messenger,2014,18+,0.69,1,0,0,0,0
If Anything Happens I Love You,2020,7+,0.69,1,0,0,0,0
Nobody Speak: Trials of the Free Press,2017,16+,0.69,1,0,0,0,0
Sand Castle,2017,18+,0.69,1,0,0,0,0
The Forest of Love,2019,18+,0.69,1,0,0,0,0
Kabhi Alvida Naa Kehna,2006,18+,0.69,1,0,0,0,0
Fatherhood,2021,13+,0.69,1,0,0,0,0
Our Idiot Brother,2011,18+,0.69,1,0,0,0,0
Takers,2010,13+,0.68,1,0,1,0,0
Udaan,2010,18+,0.68,1,0,0,0,0
Under the Shadow,2016,13+,0.68,1,0,0,0,0
Nacho Libre,2006,7+,0.68,1,0,0,0,0
Ninja Assassin,2009,18+,0.68,1,0,0,0,0
The Twilight Saga: New Moon,2009,13+,0.68,1,0,0,0,0
Rocks,2020,18+,0.68,1,0,0,0,0
Step Up Revolution,2012,13+,0.68,1,1,0,0,0
Giving Voice,2020,13+,0.68,1,0,0,0,0
Like Father,2018,18+,0.68,1,0,0,0,0
Eddie Murphy Raw,1987,18+,0.68,1,0,0,0,0
Berserk: The Golden Age Arc III - The Advent,2013,18+,0.68,1,0,0,0,0
Aval,2017,13+,0.68,1,0,0,0,0
The Promise,2016,13+,0.68,1,0,0,0,0
Prospect,2018,18+,0.68,1,0,0,0,0
Bad Genius,2017,13+,0.68,1,0,0,0,0
Burning Sands,2017,18+,0.68,1,0,0,0,0
Ludo,2020,13+,0.68,1,0,0,0,0
Eat Pray Love,2010,13+,0.68,1,0,0,0,0
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,0.68,1,0,0,0,0
Dovlatov,2018,13+,0.68,1,0,0,0,0
Lakshya,2004,all,0.68,1,0,0,0,0
American Murder: The Family Next Door,2020,18+,0.68,1,0,0,0,0
Jab We Met,2007,13+,0.68,1,0,1,0,0
John Mulaney: The Comeback Kid,2015,7+,0.68,1,0,0,0,0
Apostle,2018,18+,0.68,1,0,0,0,0
After We Collided,2020,18+,0.68,1,0,0,0,0
Mystic Pizza,1988,16+,0.68,1,1,0,0,0
Middle Men,2009,18+,0.68,1,0,0,0,0
To All the Boys: P.S. I Still Love You,2020,16+,0.68,1,0,0,0,0
Someone Great,2019,18+,0.68,1,0,0,0,0
Time Trap,2017,18+,0.68,1,0,0,0,0
In This Corner of the World,2016,13+,0.68,1,0,0,0,0
C/o Kancharapalem,2018,7+,0.68,1,0,0,0,0
The Package,2018,18+,0.67,1,0,0,0,0
Tau,2018,18+,0.67,1,0,0,0,0
Your Highness,2011,18+,0.67,1,0,1,0,0
Alexander,2004,18+,0.67,1,0,0,0,0
Bill Burr: I'm Sorry You Feel That Way,2014,18+,0.67,1,0,0,0,0
Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,0.67,1,0,0,0,0
All the Bright Places,2020,18+,0.67,1,0,0,0,0
Streets of Fire,1984,7+,0.67,1,0,0,0,0
Sleepless,2017,18+,0.67,1,0,0,0,0
Struggle: The Life and Lost Art of Szukalski,2018,18+,0.67,1,0,0,0,0
Seaspiracy,2021,18+,0.67,1,0,0,0,0
Wish I Was Here,2014,18+,0.67,1,0,0,0,0
Moxie,2021,13+,0.67,1,0,0,0,0
18 Presents,2020,18+,0.67,1,0,0,0,0
Oxygen,2021,18+,0.67,1,0,0,0,0
Private Life,2018,18+,0.67,1,0,0,0,0
The Grandmaster,2013,13+,0.67,1,0,0,0,0
Home Again,2017,13+,0.67,1,0,0,0,0
Athlete A,2020,13+,0.67,1,0,0,0,0
The Fourth Kind,2009,13+,0.67,1,0,0,0,0
Bastille Day,2016,18+,0.67,1,0,0,0,0
The Whole Truth,2016,18+,0.67,1,0,0,0,0
Ibiza,2018,18+,0.67,1,0,0,0,0
Sabotage,2014,18+,0.67,1,0,0,0,0
Penguin Bloom,2021,13+,0.67,1,0,0,0,0
Kingsglaive: Final Fantasy XV,2016,13+,0.67,1,0,0,0,0
Mirai,2018,7+,0.67,1,0,0,0,0
Child's Play 2,1990,18+,0.67,1,0,0,0,0
World Trade Center,2006,13+,0.67,1,0,1,0,0
OMG: Oh My God!,2012,all,0.67,1,0,0,0,0
A Private War,2018,18+,0.67,1,0,0,0,0
Get on Up,2014,13+,0.67,1,0,0,0,0
The Possession,2012,13+,0.67,1,0,0,0,0
The Angry Birds Movie 2,2019,7+,0.67,1,0,0,0,0
Stowaway,2021,18+,0.67,1,0,0,0,0
Bill Burr: You People Are All The Same,2012,18+,0.67,1,0,0,0,0
Four Christmases,2008,13+,0.67,1,0,0,0,0
Bombay Talkies,2013,13+,0.67,1,0,0,0,0
Vampire Academy,2014,13+,0.67,1,0,0,0,0
Brick Mansions,2014,13+,0.67,1,0,0,0,0
Kingdom: Ashin of the North,2021,18+,0.67,1,0,0,0,0
Andaz Apna Apna,1994,7+,0.67,1,0,0,0,0
Blue Miracle,2021,7+,0.67,1,0,0,0,0
Small Town Crime,2018,18+,0.67,1,0,0,0,0
First They Killed My Father,2017,18+,0.67,1,0,0,0,0
Rising Phoenix,2020,13+,0.67,1,0,0,0,0
The Wolf's Call,2019,16+,0.67,1,0,0,0,0
Paan Singh Tomar,2012,7+,0.67,1,0,0,0,0
Seventh Son,2015,13+,0.67,1,0,0,0,0
The Death of Mr. Lazarescu,2005,18+,0.67,1,0,0,0,0
The Occupant,2020,18+,0.67,1,0,0,0,0
The Body Remembers When the World Broke Open,2019,18+,0.67,1,0,0,0,0
The Woman in the Window,2021,18+,0.67,1,0,0,0,0
Berlin Syndrome,2017,18+,0.67,1,0,0,0,0
The Runaways,2010,18+,0.67,1,0,0,0,0
Kodachrome,2017,18+,0.67,1,0,0,0,0
Croupier,1998,18+,0.67,1,0,0,0,0
The Smurfs,2011,7+,0.67,1,0,0,0,0
Muppets Most Wanted,2014,7+,0.67,1,0,0,1,0
Creep 2,2017,18+,0.67,1,0,0,0,0
Mandela: Long Walk to Freedom,2013,13+,0.66,1,0,0,0,0
The Square,2013,16+,0.66,1,0,0,0,0
Jerry Seinfeld: I'm Telling You for the Last Time,1998,all,0.66,1,0,0,0,0
"Roxanne, Roxanne",2017,18+,0.66,1,0,0,0,0
Dear Zindagi,2016,13+,0.66,1,0,0,0,0
Good on Paper,2021,18+,0.66,1,0,0,0,0
Ophelia,2019,13+,0.66,1,0,0,0,0
Black Sea,2014,18+,0.66,1,0,0,0,0
Girl,2018,18+,0.66,1,1,0,0,0
Irreplaceable You,2018,18+,0.66,1,0,0,0,0
The Do-Over,2016,18+,0.66,1,0,0,0,0
Metallica: Some Kind of Monster,2004,18+,0.66,1,0,0,0,0
Handsome Devil,2017,18+,0.66,1,0,0,0,0
Unfriended,2015,18+,0.66,1,0,0,0,0
Yes Day,2021,7+,0.66,1,0,0,0,0
Blood Red Sky,2021,18+,0.66,1,0,0,0,0
The Bleeding Edge,2018,16+,0.66,1,0,0,0,0
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,0.66,1,0,0,0,0
Kevin Hart: Irresponsible,2019,18+,0.66,1,0,0,0,0
In the Tall Grass,2019,18+,0.66,1,0,0,0,0
Wadjda,2012,7+,0.66,1,0,0,0,0
Ferry,2021,18+,0.66,1,0,0,0,0
The Heartbreak Kid,2007,18+,0.66,1,0,0,0,0
Fools Rush In,1997,13+,0.66,1,0,0,0,0
Wild Child,2008,13+,0.66,1,0,0,0,0
The Lovebirds,2020,18+,0.66,1,0,0,0,0
Machete Kills,2013,18+,0.66,1,0,0,0,0
Sergio,2020,18+,0.66,1,0,0,0,0
The Last Letter From Your Lover,2021,18+,0.66,1,0,0,0,0
Kursk,2018,13+,0.66,1,0,0,0,0
Then Came You,2019,13+,0.66,1,0,0,0,0
Gantz:O,2016,18+,0.66,1,0,0,0,0
Jenny Slate: Stage Fright,2019,18+,0.66,1,0,0,0,0
Taylor Swift: Reputation Stadium Tour,2018,7+,0.66,1,0,0,0,0
Jodhaa Akbar,2008,13+,0.66,1,0,0,0,0
Red Joan,2018,18+,0.66,1,0,0,0,0
Amateur,2018,18+,0.66,1,0,0,0,0
What a Girl Wants,2003,7+,0.66,1,0,0,0,0
Quigley Down Under,1990,13+,0.66,1,0,0,0,0
Cop Out,2010,18+,0.66,1,0,0,0,0
Mindhorn,2016,18+,0.66,1,0,0,0,0
Katt Williams: Great America,2018,18+,0.66,1,0,0,0,0
Abduction,2011,13+,0.66,1,0,1,0,0
High Flying Bird,2019,18+,0.66,1,0,0,0,0
Life of Crime,2013,18+,0.66,1,0,0,0,0
A Very Murray Christmas,2015,18+,0.66,1,0,0,0,0
The Silence,2019,13+,0.65,1,0,0,0,0
Sarah's Key,2010,13+,0.65,1,0,0,0,0
Abducted in Plain Sight,2018,all,0.65,1,0,0,0,0
Winchester,2018,13+,0.65,1,0,0,0,0
Our Souls at Night,2017,16+,0.65,1,0,0,0,0
The Karate Kid Part III,1989,7+,0.65,1,0,0,0,0
Haseen Dillruba,2021,18+,0.65,1,0,0,0,0
Bride of Chucky,1998,18+,0.65,1,0,0,0,0
Christine,2016,18+,0.65,1,1,0,0,0
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,0.65,1,0,0,0,0
WHAT DID JACK DO?,2017,16+,0.65,1,0,0,0,0
Deidra & Laney Rob a Train,2017,16+,0.65,1,0,0,0,0
Close,2019,18+,0.65,1,0,0,0,0
Congo,1995,13+,0.65,1,0,0,0,0
The Prom,2020,13+,0.65,1,0,0,0,0
Naruto Shippuden the Movie,2007,13+,0.65,1,0,0,0,0
The Bling Ring,2013,18+,0.65,1,0,0,0,0
Greater,2016,7+,0.65,1,0,0,0,0
Beats,2019,18+,0.65,1,0,1,0,0
Lost Girls,2020,18+,0.65,1,0,0,0,0
Don,2006,13+,0.65,1,0,0,0,0
A Little Chaos,2015,18+,0.65,1,0,0,0,0
Dennis the Menace,1993,7+,0.65,1,0,0,0,0
Metallica: Through the Never,2013,18+,0.65,1,0,0,0,0
Xtreme,2021,18+,0.65,1,0,0,0,0
Two Distant Strangers,2020,18+,0.65,1,0,0,0,0
Bert Kreischer: Secret Time,2018,18+,0.65,1,0,0,0,0
Breaking Boundaries: The Science of Our Planet,2021,7+,0.65,1,0,0,0,0
"Yes, God, Yes",2019,18+,0.65,1,0,0,0,0
The Long Riders,1980,18+,0.65,1,0,1,0,0
Shepherds and Butchers,2017,18+,0.65,1,0,0,0,0
Big Miracle,2012,7+,0.65,1,0,0,0,0
Gunjan Saxena: The Kargil Girl,2020,16+,0.65,1,0,0,0,0
The Invisible Guardian,2017,16+,0.65,1,0,0,0,0
Cop Car,2015,18+,0.65,1,0,0,0,0
Main Hoon Na,2004,7+,0.65,1,0,0,0,0
Last Breath,2019,18+,0.65,1,0,0,0,0
The Stepfather,2009,13+,0.65,1,1,1,0,0
The Sweetest Thing,2002,18+,0.65,1,0,1,0,0
Dil Se..,1998,13+,0.65,1,0,0,0,0
Thunder Force,2021,13+,0.65,1,0,0,0,0
Otherhood,2019,18+,0.65,1,0,0,0,0
The Prince & Me,2004,7+,0.65,1,0,1,0,0
The Green Inferno,2015,18+,0.64,1,0,0,0,0
Fantastic Fungi,2019,16+,0.64,1,0,0,0,0
West Beirut,1998,13+,0.64,1,0,0,0,0
He Never Died,2015,18+,0.64,1,0,0,0,0
The Nut Job,2014,7+,0.64,1,0,0,0,0
Alex Strangelove,2018,18+,0.64,1,0,0,0,0
Naruto Shippuden the Movie: The Will of Fire,2009,13+,0.64,1,0,0,0,0
Pihu,2018,all,0.64,1,0,0,0,0
American Me,1992,18+,0.64,1,0,0,0,0
The Christmas Chronicles: Part Two,2020,7+,0.64,1,0,0,0,0
Sinister 2,2015,18+,0.64,1,0,0,0,0
Black '47,2018,18+,0.64,1,0,0,0,0
Mute,2018,18+,0.64,1,0,0,0,0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,0.64,1,0,0,0,0
The Ottoman Lieutenant,2017,18+,0.64,1,0,0,0,0
Teefa in Trouble,2018,13+,0.64,1,0,0,0,0
The Last Days,1998,13+,0.64,1,0,0,0,0
Fred Claus,2007,7+,0.64,1,0,0,0,0
Sierra Burgess Is a Loser,2018,13+,0.64,1,0,0,0,0
Pariah,2011,18+,0.64,1,0,0,0,0
Cam,2018,18+,0.64,1,0,0,0,0
The Boys in the Band,2020,18+,0.64,1,0,0,0,0
The Tree of Blood,2018,18+,0.64,1,0,0,0,0
Magic Carpet Ride,2005,13+,0.64,1,0,0,0,0
The Mirror Has Two Faces,1996,13+,0.64,1,0,0,0,0
Come Sunday,2018,16+,0.64,1,0,0,0,0
The Forty-Year-Old Version,2020,18+,0.64,1,0,0,0,0
Eli,2019,18+,0.64,1,0,0,0,0
Naruto the Movie: Ninja Clash in the Land of Snow,2004,16+,0.64,1,0,0,0,0
Good Burger,1997,7+,0.64,1,0,0,0,0
Jimmy Neutron: Boy Genius,2001,all,0.64,1,0,0,0,0
Nights in Rodanthe,2008,13+,0.64,1,0,0,0,0
Dick Johnson Is Dead,2020,13+,0.64,1,0,0,0,0
Maps to the Stars,2014,18+,0.64,1,0,0,0,0
No Game No Life: Zero,2017,18+,0.64,1,0,0,0,0
Taylor Tomlinson: Quarter-Life Crisis,2020,16+,0.64,1,0,0,0,0
All Day and a Night,2020,18+,0.64,1,0,0,0,0
Ali Wong: Baby Cobra,2016,18+,0.64,1,0,0,0,0
The Happytime Murders,2018,18+,0.64,1,0,0,0,0
The Strangers: Prey at Night,2018,18+,0.64,1,0,0,0,0
Cradle 2 the Grave,2003,18+,0.64,1,0,0,0,0
Jim Gaffigan: King Baby,2009,7+,0.64,1,0,0,0,0
Rust Creek,2019,18+,0.64,1,0,0,0,0
The Smurfs 2,2013,7+,0.64,1,0,0,0,0
Fisherman’s Friends,2019,13+,0.64,1,0,0,0,0
Kicking and Screaming,1995,18+,0.64,1,0,1,0,0
Tamasha,2015,7+,0.64,1,0,0,0,0
The Meddler,2016,13+,0.64,1,0,0,0,0
Below Zero,2021,18+,0.64,1,0,0,0,0
The Rachel Divide,2018,18+,0.64,1,0,0,0,0
Undefeated,2011,13+,0.64,1,0,0,0,0
Lying and Stealing,2019,18+,0.64,1,0,0,0,0
Richard Pryor: Live in Concert,1979,18+,0.64,1,0,0,0,0
Om Shanti Om,2007,7+,0.63,1,0,0,0,0
Year One,2009,13+,0.63,1,0,0,0,0
"Waiting for ""Superman""",2010,7+,0.63,1,0,0,0,0
Hop,2011,all,0.63,1,0,0,0,0
Coming Soon,2014,7+,0.63,1,0,0,0,0
The Rugrats Movie,1998,all,0.63,1,0,0,0,0
Jingle Jangle: A Christmas Journey,2020,7+,0.63,1,0,0,0,0
Mission Blue,2014,7+,0.63,1,0,0,0,0
Beverly Hills Ninja,1997,13+,0.63,1,0,0,0,0
In a Valley of Violence,2016,18+,0.63,1,0,0,0,0
The Motive,2017,18+,0.63,1,0,0,0,0
Lust Stories,2018,13+,0.63,1,0,0,0,0
Beyond Skyline,2017,18+,0.63,1,0,0,0,0
Holiday in the Wild,2019,7+,0.63,1,0,0,0,0
Long Shot,2017,16+,0.63,1,0,0,0,0
Dev.D,2009,13+,0.63,1,0,0,0,0
Judd Apatow: The Return,2017,16+,0.63,1,0,0,0,0
Escape from Planet Earth,2012,7+,0.63,1,0,0,0,0
Aziz Ansari: Live at Madison Square Garden,2015,18+,0.63,1,0,0,0,0
"Yours, Mine & Ours",2005,7+,0.63,1,0,1,0,0
Bully,2011,13+,0.63,1,0,0,0,0
Sleight,2016,18+,0.63,1,0,0,0,0
The Hummingbird Project,2019,18+,0.63,1,0,0,0,0
"Game Over, Man!",2018,18+,0.63,1,0,0,0,0
Edge of Seventeen,1998,18+,0.63,1,0,0,0,0
A Christmas Prince: The Royal Wedding,2018,7+,0.63,1,0,0,0,0
American Outlaws,2001,13+,0.63,1,0,0,0,0
Jim Jefferies: Bare,2014,18+,0.63,1,0,0,0,0
Mary Magdalene,2018,18+,0.63,1,0,0,0,0
BLACKPINK: Light Up the Sky,2020,all,0.63,1,0,0,0,0
Madras Cafe,2013,13+,0.63,1,0,0,0,0
The Titan,2018,18+,0.63,1,0,0,0,0
Child's Play 3,1991,18+,0.63,1,0,0,0,0
Rugrats in Paris: The Movie,2000,all,0.63,1,0,0,0,0
Naruto Shippuden the Movie: Bonds,2008,16+,0.63,1,0,0,0,0
Heneral Luna,2015,18+,0.63,1,0,0,0,0
I Am All Girls,2021,18+,0.63,1,0,0,0,0
Jagame Thandhiram,2021,18+,0.63,1,0,0,0,0
Master Z: Ip Man Legacy,2019,13+,0.63,1,0,0,0,0
Hubie Halloween,2020,13+,0.63,1,0,0,0,0
Naruto Shippuden the Movie: Blood Prison,2011,13+,0.63,1,0,0,0,0
Bulbbul,2020,18+,0.63,1,0,0,0,0
Malcolm & Marie,2021,18+,0.63,1,0,0,0,0
Fukrey,2013,13+,0.63,1,0,0,0,0
Furie,2019,18+,0.63,1,0,0,0,0
Orbiter 9,2017,16+,0.63,1,0,0,0,0
Black or White,2014,13+,0.63,1,0,0,0,0
Everybody's Everything,2019,18+,0.63,1,0,0,0,0
The Darkest Hour,2011,13+,0.63,1,0,0,0,0
Ratchet & Clank,2016,7+,0.63,1,0,0,0,0
Rim of the World,2019,7+,0.63,1,0,0,0,0
The Princess Switch,2018,7+,0.63,1,0,0,0,0
Pyaar Ka Punchnama 2,2015,13+,0.63,1,0,0,0,0
Love Jones,1997,18+,0.63,1,0,0,0,0
Kevin Hart: Seriously Funny,2010,18+,0.63,1,0,0,0,0
Violet Evergarden: Eternity and the Auto Memory Doll,2019,7+,0.63,1,0,0,0,0
Little Monsters,1989,7+,0.63,1,1,0,0,0
Mucize,2015,18+,0.63,1,0,0,0,0
Playing for Keeps,2012,13+,0.62,1,0,0,0,0
Finding 'Ohana,2021,7+,0.62,1,0,0,0,0
Three,2016,13+,0.62,1,0,0,0,0
Love Happens,2009,13+,0.62,1,0,0,0,0
The Wind,2019,18+,0.62,1,0,0,0,0
Feel the Beat,2020,all,0.62,1,0,0,0,0
Hotel for Dogs,2009,7+,0.62,1,0,0,0,0
Silver Skates,2020,18+,0.62,1,0,0,0,0
Elizabeth Harvest,2018,18+,0.62,1,0,0,0,0
Joseph: King of Dreams,2000,all,0.62,1,0,0,0,0
Choked: Paisa Bolta Hai,2020,16+,0.62,1,0,0,0,0
Blame!,2017,13+,0.62,1,0,0,0,0
Ala Vaikunthapurramuloo,2020,13+,0.62,1,0,0,0,0
The Operative,2019,18+,0.62,1,0,0,0,0
Pelé,2021,13+,0.62,1,0,0,0,0
Little Evil,2017,18+,0.62,1,0,0,0,0
Hannah Gadsby: Douglas,2020,18+,0.62,1,0,0,0,0
Operation Christmas Drop,2020,all,0.62,1,0,0,0,0
Pokémon the Movie: I Choose You!,2017,7+,0.62,1,0,0,0,0
Sweetheart,2019,13+,0.62,1,0,0,0,0
Delirium,2018,18+,0.62,1,0,0,0,0
Herod's Law,1999,18+,0.62,1,0,0,0,0
A Princess for Christmas,2011,7+,0.62,1,0,0,0,0
Triple Threat,2019,18+,0.62,1,0,0,0,0
Kevin Hart: What Now?,2016,18+,0.62,1,0,0,0,0
Goon: Last of the Enforcers,2017,18+,0.62,1,0,0,0,0
The Unknown Known,2013,13+,0.62,1,0,0,0,0
The Paramedic,2020,18+,0.62,1,0,0,0,0
Yuva,2004,7+,0.62,1,0,0,0,0
Sandy Wexler,2017,16+,0.62,1,0,0,0,0
Nothing to Hide,2018,18+,0.62,1,0,0,0,0
Isi & Ossi,2020,18+,0.62,1,0,0,0,0
Naruto Shippuden the Movie: The Lost Tower,2010,7+,0.62,1,0,0,0,0
Trailer Park Boys: The Movie,2006,18+,0.62,1,0,0,0,0
The Ridiculous 6,2015,13+,0.62,1,0,0,0,0
Sword of Trust,2019,18+,0.62,1,0,0,0,0
Bad Seeds,2018,18+,0.62,1,0,0,0,0
Wildling,2018,18+,0.62,1,0,0,0,0
2 Hearts,2020,13+,0.62,1,0,0,0,0
The Night Clerk,2020,18+,0.62,1,0,0,0,0
Kevin Hart: I'm a Grown Little Man,2009,18+,0.62,1,0,0,0,0
Work It,2020,16+,0.62,1,0,0,0,0
Domestic Disturbance,2001,13+,0.62,1,0,0,0,0
Gimme Shelter,2013,13+,0.62,1,0,0,0,0
Toc Toc,2017,7+,0.62,1,0,0,0,0
Secret Magic Control Agency,2021,7+,0.62,1,0,0,0,0
The Three Deaths of Marisela Escobedo,2020,18+,0.62,1,0,0,0,0
Message from the King,2016,18+,0.62,1,0,0,0,0
Falling Inn Love,2019,7+,0.62,1,0,0,0,0
Nayattu,2021,18+,0.61,1,0,0,0,0
Demonic,2015,18+,0.61,1,0,0,0,0
Wine Country,2019,18+,0.61,1,0,0,0,0
The Last Summer,2019,16+,0.61,1,0,0,0,0
Jeff Dunham: Arguing with Myself,2006,13+,0.61,1,0,1,0,0
Initial D,2005,7+,0.61,1,0,0,0,0
Seth Meyers: Lobby Baby,2019,18+,0.61,1,0,0,0,0
Audrey,2020,16+,0.61,1,0,0,0,0
I'm No Longer Here,2019,18+,0.61,1,0,0,0,0
The Other Side of the Wind,2018,18+,0.61,1,0,0,0,0
Modest Heroes,2018,7+,0.61,1,0,0,0,0
Bennett's War,2019,13+,0.61,1,0,0,0,0
Seed of Chucky,2004,18+,0.61,1,0,0,0,0
Welcome Home,2018,18+,0.61,1,0,0,0,0
1BR,2020,16+,0.61,1,0,0,0,0
Happy New Year,2014,all,0.61,1,0,0,0,0
Katt Williams: The Pimp Chronicles Pt. 1,2006,18+,0.61,1,0,0,0,0
The Last Blockbuster,2020,16+,0.61,1,0,0,0,0
Acts of Vengeance,2017,18+,0.61,1,0,0,0,0
Mandela,2021,16+,0.61,1,0,0,0,0
Calm with Horses,2020,18+,0.61,1,0,0,0,0
A Haunted House 2,2014,18+,0.61,1,0,0,0,0
Giant,2017,13+,0.61,1,0,0,0,0
Guzaarish,2010,7+,0.61,1,0,0,0,0
The Seventh Day,2021,18+,0.61,1,0,0,0,0
Chris Rock: Tamborine,2018,18+,0.61,1,0,0,0,0
6 Bullets,2012,18+,0.61,1,0,0,0,0
Shimmer Lake,2017,18+,0.61,1,0,0,0,0
Altered Carbon: Resleeved,2020,18+,0.61,1,0,0,0,0
The International,2006,13+,0.61,1,0,1,0,0
The Last Airbender,2010,7+,0.61,1,0,0,0,0
Things Heard & Seen,2021,18+,0.61,1,0,0,0,0
Fighting,2009,13+,0.61,1,0,0,0,0
Studio 54,2018,18+,0.61,1,0,0,0,0
Best of the Best,1989,13+,0.61,1,0,0,0,0
Incarnate,2016,13+,0.61,1,0,0,0,0
Steel Rain,2017,18+,0.61,1,0,0,0,0
Jim Gaffigan: Beyond the Pale,2006,16+,0.61,1,0,0,0,0
Hell Fest,2018,18+,0.61,1,0,0,0,0
Wasp Network,2020,18+,0.61,1,0,0,0,0
Monster,2021,18+,0.61,1,0,1,0,0
Kaminey,2009,13+,0.61,1,0,0,0,0
Hasee Toh Phasee,2014,13+,0.61,1,0,0,0,0
Naruto the Movie: Legend of the Stone of Gelel,2005,16+,0.61,1,0,0,0,0
Shrek the Musical,2013,13+,0.61,1,0,0,0,0
Maximum Risk,1996,18+,0.61,1,1,0,0,0
True Memoirs of an International Assassin,2016,16+,0.61,1,0,0,0,0
Animal World,2018,18+,0.61,1,0,0,0,0
Red Dot,2021,18+,0.61,1,0,0,0,0
Tom Segura: Ball Hog,2020,18+,0.61,1,0,0,0,0
Earthquake Bird,2019,18+,0.61,1,0,0,0,0
Skater Girl,2021,7+,0.61,1,0,0,0,0
5 Flights Up,2014,13+,0.6,1,0,0,0,0
Murder by the Coast,2021,18+,0.6,1,0,0,0,0
Radio Rebel,2012,all,0.6,1,0,0,0,0
"Crack: Cocaine, Corruption & Conspiracy",2021,18+,0.6,1,0,0,0,0
How It Ends,2018,18+,0.6,1,0,0,0,0
Arjun: The Warrior Prince,2012,all,0.6,1,0,0,0,0
Love per Square Foot,2018,16+,0.6,1,0,0,0,0
Nail Bomber: Manhunt,2021,18+,0.6,1,0,0,0,0
We the Animals,2018,18+,0.6,1,0,0,0,0
Pee Mak Phrakanong,2013,13+,0.6,1,0,0,0,0
Cut Bank,2014,18+,0.6,1,0,0,0,0
Gabbar Is Back,2015,13+,0.6,1,0,0,0,0
Pete Davidson: Alive from New York,2020,18+,0.6,1,0,0,0,0
A Fall from Grace,2020,18+,0.6,1,0,0,0,0
The Legacy of the Bones,2019,18+,0.6,1,0,0,0,0
Luka Chuppi,2019,7+,0.6,1,0,0,0,0
Polaroid,2019,13+,0.6,1,0,0,0,0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,13+,0.6,1,0,0,0,0
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006,13+,0.6,1,0,0,0,0
This Changes Everything,2019,7+,0.6,1,0,0,0,0
Rebecca,2020,13+,0.6,1,0,0,0,0
Jim Jefferies: Freedumb,2016,18+,0.6,1,0,0,0,0
Secrets of the Saqqara Tomb,2020,7+,0.6,1,0,0,0,0
Aamir,2008,18+,0.6,1,0,0,0,0
Yucatán,2018,7+,0.6,1,0,0,0,0
AK vs AK,2020,18+,0.6,1,0,0,0,0
Rogue City,2020,13+,0.6,1,0,0,0,0
Dragon Quest: Your Story,2019,7+,0.6,1,0,0,0,0
Full Out,2015,7+,0.6,1,0,0,0,0
Paheli,2005,13+,0.6,1,0,0,0,0
Echo in the Canyon,2019,13+,0.6,1,0,0,0,0
The Wedding Guest,2019,18+,0.6,1,0,0,0,0
Malevolent,2018,18+,0.6,1,0,0,0,0
Jim Gaffigan: Obsessed,2014,16+,0.6,1,0,0,0,0
The Coldest Game,2019,18+,0.6,1,0,0,0,0
La tribu,2018,18+,0.6,1,0,0,0,0
Good Hair,2009,13+,0.6,1,0,0,0,0
The Secret,2006,7+,0.6,1,0,0,0,0
The Knight Before Christmas,2019,7+,0.6,1,0,0,0,0
Biggie: I Got a Story to Tell,2021,18+,0.6,1,0,0,0,0
Seventeen,2019,18+,0.6,1,0,0,0,0
W.E.,2011,18+,0.6,1,0,0,0,0
Judah Friedlander: America Is the Greatest Country in the United States,2017,18+,0.6,1,0,0,0,0
Into the Grizzly Maze,2015,18+,0.6,1,0,0,0,0
