parent_airline,airline,aircraft_type,current,future,historic,total,orders,unit_cost,total_cost_current,average_age
Lion Air,Lion Air,McDonnell Douglas MD-90,0,0,5,5,0,45,-1,-1
LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,0,0,8,8,0,22,-1,-1
LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3,0,23,26,10,74,222,19.9
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,0,0,10,10,0,187,-1,-1
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6,1,0,7,2,265,1591,3.6
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10,0,0,10,0,31,313,4.3
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,0,0,14,14,0,20,-1,-1
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18,0,6,24,0,39,697,9.8
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6,0,0,6,0,46,277,5
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,0,0,3,3,0,145,-1,-1
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,0,0,1,1,0,6,-1,-1
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,0,0,1,1,0,16,-1,-1
Lufthansa,Lufthansa,Airbus A300,0,0,26,26,0,75,-1,-1
Lufthansa,Lufthansa,Airbus A310,0,0,25,25,0,75,-1,-1
Lufthansa,Austrian Airlines,Airbus A310,0,0,4,4,0,75,-1,-1
Lufthansa,Lufthansa,Airbus A319,30,0,5,35,0,90,2688,14.9
Lufthansa,Austrian Airlines,Airbus A319,7,0,0,7,0,90,627,12
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,2,90,1882,12.6
Lufthansa,Germanwings,Airbus A319,43,0,7,50,0,90,3853,10.8
Lufthansa,Swiss International Airlines,Airbus A319,5,0,3,8,0,90,448,20
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,2,90,1882,12.6
Lufthansa,Eurowings,Airbus A319,0,0,5,5,6,90,-1,-1
Lufthansa,Lufthansa,Airbus A320,66,1,26,93,77,98,6468,9.3
Lufthansa,Austrian Airlines,Airbus A320,18,0,0,18,0,98,1764,14.8
Lufthansa,Brussels Airlines,Airbus A320,9,0,0,9,1,98,882,13.1
Lufthansa,Eurowings,Airbus A320,21,4,4,29,33,98,2058,1.3
Lufthansa,Eurowings Europe,Airbus A320,3,0,0,3,0,98,294,0.7
Lufthansa,Germanwings,Airbus A320,16,0,10,26,0,98,1568,25.4
Lufthansa,Swiss International Airlines,Airbus A320,22,0,4,26,0,98,2156,16.6
Lufthansa,Edelweiss Air,Airbus A320,6,0,0,6,0,98,588,15.7
Lufthansa,Brussels Airlines,Airbus A320,9,0,0,9,1,98,882,13.1
Lufthansa,Lufthansa,Airbus A321,64,0,0,64,40,115,7354,12
Lufthansa,Austrian Airlines,Airbus A321,6,0,0,6,0,115,689,19.1
Lufthansa,Swiss International Airlines,Airbus A321,9,0,4,13,0,115,1034,14.5
Lufthansa,Austrian Airlines,Airbus A330,0,0,4,4,0,115,-1,-1
Lufthansa,Lufthansa,Airbus A330,19,0,5,24,0,240,4560,9.6
Lufthansa,Brussels Airlines,Airbus A330,9,1,0,10,1,240,2160,19.3
Lufthansa,Eurowings,Airbus A330,6,1,0,7,1,240,1440,12.7
Lufthansa,Swiss International Airlines,Airbus A330,14,0,15,29,0,240,3360,6.2
Lufthansa,Edelweiss Air,Airbus A330,2,0,2,4,0,240,480,3.4
Lufthansa,Brussels Airlines,Airbus A330,9,1,0,10,1,240,2160,19.3
Lufthansa,Austrian Airlines,Airbus A340,0,0,4,4,0,216,-1,-1
Lufthansa,Lufthansa,Airbus A340,42,0,20,62,0,216,9053,13.5
Lufthansa,Swiss International Airlines,Airbus A340,10,0,5,15,0,216,2156,14.5
Lufthansa,Edelweiss Air,Airbus A340,1,2,0,3,3,216,216,13.1
Lufthansa,Lufthansa CityLine,Airbus A340,5,0,0,0,0,216,1078,-1
Lufthansa,Lufthansa,Airbus A350 XWB,0,6,0,6,25,312,-1,-1
Lufthansa,Lufthansa,Airbus A380,14,0,0,14,0,433,6056,5.2
Lufthansa,Lufthansa CityLine,ATR 42/72,0,0,7,7,0,22,-1,-1
Lufthansa,Eurowings,ATR 42/72,0,0,45,45,0,22,-1,-1
Lufthansa,Air Dolomiti,ATR 42/72,0,0,29,29,0,22,-1,-1
Lufthansa,Swiss Global Airlines,Avro RJ100,10,0,0,0,0,30,295,-1
Lufthansa,Germanwings,Boeing 717,0,0,2,2,0,37,-1,-1
Lufthansa,Lufthansa,Boeing 727,0,0,1,1,0,4,-1,-1
Lufthansa,Lufthansa,Boeing 737,0,0,155,155,0,74,-1,-1
Lufthansa,Lufthansa Cargo,Boeing 737,0,0,4,4,0,74,-1,-1
Lufthansa,Austrian Airlines,Boeing 737,0,0,13,13,0,74,-1,-1
Lufthansa,Brussels Airlines,Boeing 737,0,0,11,11,0,74,-1,-1
Lufthansa,Eurowings,Boeing 737,2,0,1,3,0,74,148,15.7
Lufthansa,Brussels Airlines,Boeing 737,0,0,11,11,0,74,-1,-1
Lufthansa,Lufthansa Cargo,Boeing 747,0,0,10,10,0,316,-1,-1
Lufthansa,Lufthansa,Boeing 747,32,0,48,80,0,316,10106,9.1
Lufthansa,Lufthansa,Boeing 767,0,0,3,3,0,187,-1,-1
Lufthansa,Austrian Airlines,Boeing 767,6,0,0,6,0,187,1121,20.9
Lufthansa,Lufthansa,Boeing 777,0,0,0,0,34,295,-1,-1
Lufthansa,Lufthansa Cargo,Boeing 777,5,0,0,5,0,295,1473,2.7
Lufthansa,Austrian Airlines,Boeing 777,5,0,0,5,1,295,1473,16.2
Lufthansa,Swiss International Airlines,Boeing 777,6,1,0,7,0,295,1767,0.7
Lufthansa,Swiss Global Airlines,Boeing 777-300,6,0,0,0,4,320,1921,-1
Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4,2,0,6,0,82,328,0.3
Lufthansa,Swiss Global Airlines,Bombardier CS100,4,0,0,0,11,72,287,-1
Lufthansa,Swiss Global Airlines,Bombardier CS300,0,0,0,0,15,72,-1,-1
Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,0,0,23,23,0,14,-1,-1
Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,0,0,18,18,0,14,-1,-1
Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,0,0,6,6,0,14,-1,-1
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,0,25,33,0,14,109,18.3
Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9,0,16,25,0,14,122,18.2
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,0,25,33,0,14,109,18.3
Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,0,0,48,48,0,32,-1,-1
Lufthansa,Eurowings,Canadair CRJ-100 Series,0,0,23,23,0,32,-1,-1
Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,0,0,5,5,0,32,-1,-1
Lufthansa,Lufthansa CityLine,Canadair CRJ-700,0,0,20,20,0,41,-1,-1
Lufthansa,Eurowings,Canadair CRJ-700,0,0,2,2,0,41,-1,-1
Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27,0,0,27,0,46,1242,8.6
Lufthansa,Eurowings,Canadair CRJ-900,8,0,15,23,0,46,368,5.8
Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,0,0,4,4,0,7,-1,-1
Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,0,0,3,3,0,7,-1,-1
Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18,0,1,19,0,31,563,13.1
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,0,3,5,0,31,63,8.3
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,0,3,5,0,31,63,8.3
Lufthansa,Eurowings,Dornier Do-328,0,0,1,1,0,8,-1,-1
Lufthansa,Swiss International Airlines,Embraer ERJ-145,0,0,25,25,0,20,-1,-1
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,0,0,1,0,20,20,15.5
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,0,0,1,0,20,20,15.5
Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23,0,10,33,0,46,1063,6.4
Lufthansa,Austrian Airlines,Embraer ERJ-190,10,7,0,17,7,46,462,5.5
Lufthansa,Air Dolomiti,Embraer ERJ-190,10,0,1,11,0,46,462,5.9
Lufthansa,Lufthansa CityLine,Fokker F50 / F60,0,0,35,35,0,18,-1,-1
Lufthansa,Air Dolomiti,Fokker F70 / F100,0,0,2,2,0,20,-1,-1
Lufthansa,Austrian Airlines,Fokker F70 / F100,11,0,19,30,0,20,220,23.2
Lufthansa,Lufthansa,McDonnell Douglas DC-10,0,0,12,12,0,145,-1,-1
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-10,0,0,1,1,0,145,-1,-1
Lufthansa,Lufthansa,McDonnell Douglas DC-8,0,0,1,1,0,6,-1,-1
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-8,0,0,5,5,0,6,-1,-1
Lufthansa,Austrian Airlines,McDonnell Douglas DC-9,0,0,15,15,0,45,-1,-1
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-11,0,0,16,16,0,175,-1,-1
Lufthansa,Lufthansa Cargo,McDonnell Douglas MD-11,12,0,7,19,0,175,2100,17.6
Lufthansa,Austrian Airlines,McDonnell Douglas MD-80,0,0,29,29,0,45,-1,-1
Lufthansa,Germanwings,McDonnell Douglas MD-80,0,0,4,4,0,45,-1,-1
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-80,0,0,11,11,0,45,-1,-1
Lufthansa,Edelweiss Air,McDonnell Douglas MD-80,0,0,3,3,0,45,-1,-1
Lufthansa,Swiss International Airlines,Saab 2000,0,0,31,31,0,12,-1,-1
Malaysia Airlines,Malaysia Airlines,Airbus A300,0,0,6,6,0,75,-1,-1
Malaysia Airlines,Malaysia Airlines,Airbus A330,18,0,19,37,0,240,4320,4.6
Malaysia Airlines,Malaysia Airlines,Airbus A350 XWB,0,1,0,1,6,312,-1,-1
Malaysia Airlines,Malaysia Airlines,Airbus A380,6,0,0,6,0,433,2596,4.6
Malaysia Airlines,Firefly,ATR 42/72,21,0,0,21,0,22,464,5
Malaysia Airlines,MASwings,ATR 42/72,13,0,1,14,0,22,287,6.3
Malaysia Airlines,Malaysia Airlines,Boeing 737,56,0,111,167,25,74,4143,4.7
Malaysia Airlines,Firefly,Boeing 737,0,0,8,8,0,74,-1,-1
Malaysia Airlines,Malaysia Airlines,Boeing 747,2,0,42,44,0,316,632,10.7
Malaysia Airlines,Malaysia Airlines,Boeing 777,0,0,17,17,0,295,-1,-1
Malaysia Airlines,Malaysia Airlines,Fokker F50 / F60,0,0,12,12,0,18,-1,-1
Malaysia Airlines,Firefly,Fokker F50 / F60,0,0,3,3,0,18,-1,-1
Malaysia Airlines,MASwings,Fokker F50 / F60,0,0,8,8,0,18,-1,-1
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas DC-10,0,0,21,21,0,145,-1,-1
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas MD-11,0,0,6,6,0,175,-1,-1
Meridiana,Air Italy,Airbus A319,0,0,4,4,0,,-1,-1
Meridiana,Air Italy,Airbus A320,0,0,7,7,0,,-1,-1
Meridiana,Air Italy,Airbus A330,0,0,1,1,0,,-1,-1
Meridiana,Air Italy,Boeing 737,7,0,6,13,0,,-1,16.6
Meridiana,Air Italy,Boeing 767,4,0,0,4,0,,-1,22.6
Meridiana,Air Italy,British Aerospace BAe 146/Avro RJ,0,0,11,11,0,,-1,-1
Meridiana,Air Italy,McDonnell Douglas DC-9,0,0,6,6,0,,-1,-1
Meridiana,Air Italy,McDonnell Douglas MD-80,7,0,14,21,0,,-1,27.1
Mesa Airlines,Mesa Airlines,Canadair CRJ-100 Series,1,0,58,59,0,32,32,22.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-700,20,0,0,20,0,41,820,12.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-900,64,0,0,64,0,46,2944,10.3
Mesa Airlines,Mesa Airlines,De Havilland Canada DHC-8 Dash 8,0,0,17,17,0,7,-1,-1
Mesa Airlines,Mesa Airlines,Embraer EMB-120 Brasilia,0,0,6,6,0,11,-1,-1
Mesa Airlines,Mesa Airlines,Embraer ERJ-145,0,0,36,36,0,20,-1,-1
Mesa Airlines,Mesa Airlines,Embraer ERJ-170,48,0,0,48,0,39,1858,1.5
Monarch Airlines,Monarch Airlines,Airbus A300,0,0,4,4,0,75,-1,-1
Monarch Airlines,Monarch Airlines,Airbus A320,9,0,12,21,0,98,882,12.3
Monarch Airlines,Monarch Airlines,Airbus A321,25,0,4,29,0,115,2873,11.8
Monarch Airlines,Monarch Airlines,Airbus A330,0,0,2,2,0,240,-1,-1
Monarch Airlines,Monarch Airlines,Boeing 737,0,0,19,19,30,74,-1,-1
Monarch Airlines,Monarch Airlines,Boeing 757,0,0,10,10,0,73,-1,-1
Monarch Airlines,Monarch Airlines,Boeing 767,0,0,1,1,0,187,-1,-1
Monarch Airlines,Monarch Airlines,McDonnell Douglas DC-10,0,0,1,1,0,145,-1,-1
Monarch Airlines,Monarch Airlines,McDonnell Douglas MD-11,0,0,2,2,0,175,-1,-1
Norwegian Air,Norwegian Air,Airbus A320,1,0,0,0,69,98,98,-1
Norwegian Air,Norwegian Air,Airbus A321,0,0,0,0,30,115,-1,-1
Norwegian Air,Norwegian Air,Airbus A340,0,0,2,2,0,216,-1,-1
Norwegian Air,Norwegian Air,Boeing 737,56,0,66,122,0,74,4143,4.1
Norwegian Air,Norwegian UK,Boeing 737,1,0,0,1,0,74,74,3.3
Norwegian Air,Norwegian Air International,Boeing 737,46,5,3,54,0,74,3403,3.6
Norwegian Air,Norwegian Long Haul,Boeing 787 Dreamliner,12,0,0,11,32,265,3181,2.2
Norwegian Air,Norwegian UK,Boeing 787 Dreamliner,1,0,0,1,0,265,265,0.5
Norwegian Air,Norwegian Air,Fokker F50 / F60,0,0,7,7,0,18,-1,-1
Norwegian Air,Norwegian Air,McDonnell Douglas MD-80,0,0,8,8,0,45,-1,-1
Oman Air,Oman Air,Airbus A300,0,0,1,1,0,75,-1,-1
Oman Air,Oman Air,Airbus A310,0,0,6,6,0,75,-1,-1
Oman Air,Oman Air,Airbus A320,0,0,5,5,0,98,-1,-1
Oman Air,Oman Air,Airbus A330,10,0,2,12,0,240,2400,5.4
Oman Air,Oman Air,ATR 42/72,0,0,4,4,0,22,-1,-1
Oman Air,Oman Air,Boeing 737,29,1,15,45,27,74,2145,5.1
Oman Air,Oman Air,Boeing 757,0,0,1,1,0,73,-1,-1
Oman Air,Oman Air,Boeing 767,0,0,1,1,0,187,-1,-1
Oman Air,Oman Air,Boeing 787 Dreamliner,4,1,0,5,21,265,1060,1.4
Oman Air,Oman Air,Embraer ERJ-170,4,0,0,4,0,39,155,5
Pakistan International Airlines,Pakistan International Airlines,Airbus A300,0,0,13,13,0,75,-1,-1
Pakistan International Airlines,Pakistan International Airlines,Airbus A310,4,0,8,12,0,75,300,23.7
Pakistan International Airlines,Pakistan International Airlines,Airbus A320,11,2,1,14,2,98,1078,10.9
Pakistan International Airlines,Pakistan International Airlines,Airbus A321,0,0,2,2,0,115,-1,-1
Pakistan International Airlines,Pakistan International Airlines,Airbus A330,1,0,0,1,2,240,240,1.9
Pakistan International Airlines,Pakistan International Airlines,ATR 42/72,10,0,2,12,0,22,221,7.3
Pakistan International Airlines,Pakistan International Airlines,Boeing 737,0,0,7,7,0,74,-1,-1
Pakistan International Airlines,Pakistan International Airlines,Boeing 747,0,0,15,15,0,316,-1,-1
Pakistan International Airlines,Pakistan International Airlines,Boeing 777,11,0,0,11,0,295,3240,11.2
Pakistan International Airlines,Pakistan International Airlines,Boeing 787,0,0,0,0,8,265,-1,-1
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-10,0,0,5,5,0,145,-1,-1
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-8,0,0,5,5,0,6,-1,-1
Pegasus Airlines,Pegasus Airlines,Airbus A300,0,0,2,2,0,75,-1,-1
Pegasus Airlines,Pegasus Airlines,Airbus A320,17,5,5,27,52,98,1666,2.1
Pegasus Airlines,Pegasus Airlines,Airbus A321,0,0,0,0,18,115,-1,-1
Pegasus Airlines,Pegasus Airlines,Boeing 737,58,0,40,98,5,74,4291,6.4
Philippine Airlines,Philippine Airlines,Airbus A300,0,0,13,13,0,75,-1,-1
Philippine Airlines,Philippine Airlines,Airbus A319,0,0,4,4,0,90,-1,-1
Philippine Airlines,Philippine Airlines,Airbus A320,10,0,15,25,0,98,980,6.9
Philippine Airlines,PAL Express,Airbus A320,9,0,9,18,0,98,882,6.4
Philippine Airlines,Philippine Airlines,Airbus A321,24,0,0,24,30,115,2758,2
Philippine Airlines,Philippine Airlines,Airbus A330,15,0,8,23,0,240,3600,2.8
Philippine Airlines,Philippine Airlines,Airbus A340,6,0,12,18,0,216,1293,16
Philippine Airlines,Philippine Airlines,Airbus A350,0,0,0,0,6,312,-1,-1
Philippine Airlines,Philippine Airlines,Boeing 737,0,0,18,18,0,74,-1,-1
Philippine Airlines,Philippine Airlines,Boeing 747,0,0,18,18,0,316,-1,-1
Philippine Airlines,Philippine Airlines,Boeing 777,8,0,0,8,0,295,2356,3.7
Philippine Airlines,PAL Express,De Havilland Canada DHC-8 Dash 8,9,0,0,9,0,31,282,13
Philippine Airlines,Philippine Airlines,Fokker F50 / F60,0,0,11,11,0,18,-1,-1
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-10,0,0,6,6,0,145,-1,-1
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-8,0,0,14,14,0,6,-1,-1
Philippine Airlines,Philippine Airlines,McDonnell Douglas MD-11,0,0,4,4,0,175,-1,-1
Philippine Airlines,PAL Express,Q400 NextGen,0,0,0,0,12,31,-1,-1
Qantas Airways,Qantas Airways,Airbus A300,0,0,4,4,0,75,-1,-1
Qantas Airways,Jetstar Airways,Airbus A320,53,0,13,66,0,98,5194,7.2
Qantas Airways,Jetstar Airways,Airbus A321,8,0,0,8,0,115,919,7.9
Qantas Airways,Qantas Airways,Airbus A330,28,0,2,30,0,240,6720,10
Qantas Airways,Jetstar Airways,Airbus A330,0,0,11,11,0,240,-1,-1
Qantas Airways,Qantas Airways,Airbus A380,12,0,0,12,0,433,5191,7.4
Qantas Airways,QantasLink,Boeing 717,20,0,3,23,0,37,740,14.8
Qantas Airways,Jetstar Airways,Boeing 717,0,0,14,14,0,37,-1,-1
Qantas Airways,Australian Air Express,Boeing 737,0,0,4,4,0,74,-1,-1
Qantas Airways,Qantas Airways,Boeing 737,71,1,43,115,0,74,5253,10.2
Qantas Airways,Jetconnect,Boeing 737,8,0,17,25,0,74,592,6.3
Qantas Airways,Qantas Freight,Boeing 737,4,0,0,0,1,74,296,-1
Qantas Airways,Qantas Airways,Boeing 747,11,0,54,65,0,316,3474,16.7
Qantas Airways,Qantas Freight,Boeing 747,3,0,0,0,0,316,947,-1
Qantas Airways,Qantas Airways,Boeing 767,1,0,38,39,0,187,187,10.9
Qantas Airways,Qantas Freight,Boeing 767,1,0,0,0,0,187,187,-1
Qantas Airways,Qantas Airways,Boeing 787,0,0,0,0,8,265,-1,-1
Qantas Airways,Jetstar Airways,Boeing 787 Dreamliner,11,0,0,11,0,265,2916,2.4
Qantas Airways,Qantas Freight,British Aerospace BAe 146,4,0,0,0,0,14,54,-1
Qantas Airways,QantasLink,British Aerospace BAe 146/Avro RJ,0,0,19,19,0,14,-1,-1
Qantas Airways,Australian Air Express,British Aerospace BAe 146/Avro RJ,3,0,0,3,0,14,41,28.7
Qantas Airways,QantasLink,De Havilland Canada DHC-8 Dash 8,44,0,10,54,0,31,1377,10
Qantas Airways,Jetstar Airways,De Havilland Canada DHC-8 Dash 8,5,0,0,5,0,31,157,12.8
Qantas Airways,Eastern Australia Airlines,De Havilland Canada DHC-8 Dash 8,18,0,22,40,0,31,563,15.2
Qantas Airways,Sunstate Airlines,De Havilland Canada DHC-8 Dash 8,31,0,16,47,0,31,970,7.5
Qantas Airways,Network Aviation,Embraer EMB-120 Brasilia,0,0,2,2,0,11,-1,-1
Qantas Airways,QantasLink,Fokker F70 / F100,15,1,0,16,3,20,300,23.6
Qantas Airways,Network Aviation,Fokker F70 / F100,15,0,1,16,0,20,300,23.6
Qantas Airways,Qantas Airways,McDonnell Douglas DC-10,0,0,1,1,0,145,-1,-1
Qantas Airways,Australian Air Express,McDonnell Douglas DC-8,0,0,2,2,0,6,-1,-1
Qantas Airways,Qantas Freight,Saab 340,1,0,0,0,0,8,8,-1
Qatar Airways,Qatar Airways,Airbus A300,0,0,9,9,0,75,-1,-1
Qatar Airways,Qatar Airways Cargo,Airbus A300,0,0,3,3,0,75,-1,-1
Qatar Airways,Qatar Airways,Airbus A310,0,0,2,2,0,75,-1,-1
Qatar Airways,Qatar Executive,Airbus A319,2,0,0,0,10,90,179,-1
Qatar Airways,Qatar Airways,Airbus A319,2,0,1,3,0,90,179,13.4
Qatar Airways,Qatar Airways,Airbus A320,35,5,6,46,30,98,3430,7.4
Qatar Airways,Al Maha Airways,Airbus A320,4,0,0,4,0,98,392,1.4
Qatar Airways,Qatar Airways,Airbus A321,8,3,4,15,16,115,919,9.6
Qatar Airways,Qatar Airways,Airbus A330,26,0,5,31,0,240,6240,11.3
Qatar Airways,Qatar Airways Cargo,Airbus A330,8,0,0,8,0,240,1920,2.5
Qatar Airways,Qatar Airways,Airbus A340,4,0,0,4,0,216,862,10.4
Qatar Airways,Qatar Airways,Airbus A350 XWB,12,12,0,24,37,312,3744,1.2
Qatar Airways,Qatar Airways,Airbus A380,6,3,0,9,4,433,2596,2.6
Qatar Airways,Qatar Airways,Boeing 737,0,0,1,1,0,74,-1,-1
Qatar Airways,Qatar Airways,Boeing 747,0,0,3,3,0,316,-1,-1
Qatar Airways,Qatar Airways,Boeing 757,0,0,1,1,0,73,-1,-1
Qatar Airways,Qatar Airways,Boeing 767,0,0,2,2,0,187,-1,-1
Qatar Airways,Qatar Airways,Boeing 777,43,0,0,43,70,295,12666,5.2
Qatar Airways,Qatar Airways Cargo,Boeing 777,11,0,0,11,5,295,3240,3.2
Qatar Airways,Qatar Airways,Boeing 787 Dreamliner,30,0,0,30,30,265,7953,2.4
Qatar Airways,Qatar Executive,Bombardier Challenger 605,3,0,0,0,0,33,98,-1
Qatar Airways,Qatar Executive,Bombardier Global 5000,4,0,0,0,0,50,202,-1
Qatar Airways,Qatar Executive,Bombardier Global 7000/8000,0,0,0,0,10,50,-1,-1
Qatar Airways,Qatar Executive,Bombardier Global XRS,1,0,0,0,0,56,56,-1
Qatar Airways,Qatar Executive,Gulfstream G650ER,1,0,0,0,10,,-1,-1
Republic Airways,Republic Airlines,De Havilland Canada DHC-8 Dash 8,0,0,31,31,0,7,-1,-1
Republic Airways,Republic Airlines,Embraer ERJ-170,118,0,45,163,0,39,4567,6
Republic Airways,Republic Airlines,Embraer ERJ-190,0,0,17,17,0,46,-1,-1
Royal Air Maroc,Royal Air Maroc,Airbus A320,1,0,0,1,0,98,98,14.8
Royal Air Maroc,Royal Air Maroc,Airbus A321,0,0,4,4,0,115,-1,-1
Royal Air Maroc,Royal Air Maroc Express,ATR 42-600,0,0,0,2,0,20,-1,-1
Royal Air Maroc,Royal Air Maroc,ATR 42/72,0,0,4,4,0,22,-1,-1
Royal Air Maroc,Royal Air Maroc Express,ATR 72-600,5,0,5,10,0,25,124,4.5
Royal Air Maroc,Royal Air Maroc,Boeing 737,37,0,27,64,0,74,2737,10.9
Royal Air Maroc,Royal Air Maroc,Boeing 747,1,0,3,4,0,316,316,23.9
Royal Air Maroc,Royal Air Maroc,Boeing 757,0,0,2,2,0,73,-1,-1
Royal Air Maroc,Royal Air Maroc,Boeing 767,4,0,2,6,0,187,748,16
Royal Air Maroc,Royal Air Maroc,Boeing 787 Dreamliner,5,0,0,5,0,265,1326,0.9
Royal Air Maroc,Royal Air Maroc,Embraer ERJ-190,4,0,2,6,0,46,185,2.1
Royal Jordanian,Royal Jordanian,Airbus A310,2,0,12,14,0,75,150,28.6
Royal Jordanian,Royal Jordanian,Airbus A319,4,0,0,4,0,90,358,8.1
Royal Jordanian,Royal Jordanian,Airbus A320,6,0,8,14,0,98,588,5.8
Royal Jordanian,Royal Wings,Airbus A320,1,0,0,1,0,98,98,21
Royal Jordanian,Royal Jordanian,Airbus A321,2,0,6,8,0,115,230,4.6
Royal Jordanian,Royal Jordanian,Airbus A330,2,1,1,4,0,240,480,7.8
Royal Jordanian,Royal Jordanian,Airbus A340,0,0,4,4,0,216,-1,-1
Royal Jordanian,Royal Jordanian,Boeing 747,0,0,2,2,0,316,-1,-1
Royal Jordanian,Royal Jordanian,Boeing 787 Dreamliner,6,1,0,7,23,265,1591,1.9
Royal Jordanian,Royal Jordanian,De Havilland Canada DHC-8 Dash 8,0,0,2,2,0,31,-1,-1
Royal Jordanian,Royal Wings,De Havilland Canada DHC-8 Dash 8,0,0,3,3,0,31,-1,-1
Royal Jordanian,Royal Jordanian,Embraer ERJ-170,3,0,0,3,0,39,116,7.8
Royal Jordanian,Royal Jordanian,Embraer ERJ-190,2,0,3,5,0,46,92,9.2
Royal Jordanian,Royal Jordanian,Lockheed L-1011 TriStar,0,0,2,2,0,190,-1,-1
Ryanair,RyanAir,ATR 42/72,0,0,4,4,0,22,-1,-1
Ryanair,RyanAir,Boeing 737,366,10,100,476,205,74,27077,6.6
S7 Airlines,S7 Airlines,Airbus A310,0,0,9,9,0,75,-1,-1
S7 Airlines,S7 Airlines,Airbus A319,19,0,1,20,0,90,1702,14.6
S7 Airlines,S7 Airlines,Airbus A320,19,0,0,19,6,98,1862,6.1
S7 Airlines,S7 Airlines,Airbus A321,6,0,0,6,9,115,689,8.8
S7 Airlines,S7 Airlines,Boeing 737,19,0,14,33,15,74,1406,7.4
S7 Airlines,S7 Airlines,Boeing 767,2,0,0,2,0,187,374,20.6
S7 Airlines,S7 Airlines,Embraer ERJ-170,0,0,0,0,17,39,-1,-1
S7 Airlines,S7 Airlines,Tupolev Tu-204,0,0,2,2,0,16,-1,-1
SAS Group,Scandinavian Airlines,Airbus A300,0,0,4,4,0,75,-1,-1
SAS Group,Scandinavian Airlines,Airbus A319,4,0,0,4,0,90,358,9.8
SAS Group,Scandinavian Airlines,Airbus A320,16,4,0,20,26,98,1568,8.9
SAS Group,Scandinavian Airlines,Airbus A321,8,0,0,8,0,115,919,14.7
SAS Group,Scandinavian Airlines,Airbus A330,8,0,0,8,0,240,1920,7.5
SAS Group,Air Greenland,Airbus A330,1,0,0,1,0,240,240,18.3
SAS Group,Scandinavian Airlines,Airbus A340,8,0,0,8,0,216,1724,15.7
SAS Group,Scandinavian Airlines,Airbus A350,0,0,0,0,8,312,-1,-1
SAS Group,Scandinavian Airlines,ATR 42/72,13,0,7,20,0,22,287,2
SAS Group,Scandinavian Airlines,Boeing 737,81,0,41,122,0,74,5992,13.9
SAS Group,Scandinavian Airlines,Boeing 747,0,0,10,10,0,316,-1,-1
SAS Group,Air Greenland,Boeing 757,0,0,1,1,0,73,-1,-1
SAS Group,Scandinavian Airlines,Boeing 767,0,0,18,18,0,187,-1,-1
SAS Group,Scandinavian Airlines,British Aerospace BAe 146/Avro RJ,0,0,7,7,0,14,-1,-1
SAS Group,Scandinavian Airlines,Canadair CRJ-100 Series,0,0,5,5,0,32,-1,-1
